Track Name,Artist Name(s),Track URL,Album Name,Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Explicit,Popularity,ISRC,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Dancing Queen,ABBA,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FABBA%20-%20Dancing%20Queen%20(Official%20Lyric%20Video).mp3?alt=media,Arrival,ABBA,1976,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,1,2,230400,FALSE,87,SEAYD7601020,2021-08-08T09:26:31Z,"europop,swedish pop",0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,,Polar Music International AB,"C © 2001 Polar Music International AB, P This Compilation ℗ 2001 Polar Music International AB"
Back In Black,AC/DC,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FACDC%20-%20Back%20In%20Black%20(Official%20Video).mp3?alt=media,Back In Black,AC/DC,7/25/1980,https://i.scdn.co/image/ab67616d0000b2730b51f8d91f3a21e8426361ae,1,6,255493,FALSE,87,AUAP08000046,2021-08-08T09:26:31Z,"australian rock,hard rock,rock",0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,,Columbia,P (P) 1980 Leidseplein Presse B.V.
Highway to Hell,AC/DC,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FACDC%20-%20Highway%20to%20Hell%20(Official%20Video).mp3?alt=media,Highway to Hell,AC/DC,7/27/1979,https://i.scdn.co/image/ab67616d0000b27351c02a77d09dfcd53c8676d0,1,1,208400,FALSE,88,AUAP07900028,2021-08-08T09:26:31Z,"australian rock,hard rock,rock",0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,,Columbia,P (P) 1979 Leidseplein Presse B.V. for U.S. and Australian Music Corporation Pty Ltd. for rest of world
Take on Me,a-ha,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2Fa-ha%20-%20Take%20On%20Me%20(Official%20Video).mp3?alt=media,Hunting High and Low,a-ha,6/1/1985,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,1,1,225280,FALSE,90,USWB19901214,2021-08-08T09:26:31Z,"new romantic,new wave,new wave pop,permanent wave,synthpop",0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,,Rhino,"C © 1985 Warner Records Inc., P ℗ 1985 Warner Records Inc."
Let Me Down Slowly,Alec Benjamin,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FAlec%20Benjamin%20-%20Let%20Me%20Down%20Slowly%20[Official%20Music%20Video].mp3?alt=media,Narrated For You,Alec Benjamin,11/16/2018,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,1,4,169353,FALSE,90,USAT21802284,2021-08-08T09:26:31Z,"alt z,pop,pov: indie",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,4,,2018,"C 2018, P 2018"
7 rings,Ariana Grande,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FAriana%20Grande%20-%207%20rings%20(Official%20Video).mp3?alt=media,"thank u, next",Ariana Grande,2/8/2019,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,1,10,178626,TRUE,87,USUM71900110,2021-08-08T09:26:31Z,pop,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,,Republic Records,"C © 2019 Republic Records, a division of UMG Recordings, Inc., P ℗ 2019 Republic Records, a division of UMG Recordings, Inc."
The Nights,Avicii,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FAvicii%20-%20The%20Nights.mp3?alt=media,The Days / Nights,Avicii,1/1/2014,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,1,2,176658,FALSE,89,CH3131340464,2021-08-08T09:26:31Z,"edm,pop,pop dance",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4,,Universal Music AB,"C © 2014 Avicii Music AB, under exclusive license to Universal Music AB, P ℗ 2014 Avicii Music AB, under exclusive license to Universal Music AB"
everything i wanted,Billie Eilish,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FBillie%20Eilish%20-%20everything%20i%20wanted%20(Official%20Music%20Video).mp3?alt=media,everything i wanted,Billie Eilish,11/13/2019,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,1,1,245425,FALSE,87,USUM71922577,2021-08-08T09:26:31Z,"art pop,electropop,pop",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,,Darkroom/Interscope Records,"C © 2019 Darkroom/Interscope Records, P ℗ 2019 Darkroom/Interscope Records"
lovely (with Khalid),"Billie Eilish, Khalid","https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FBillie%20Eilish,%20Khalid%20-%20lovely.mp3?alt=media",lovely (with Khalid),"Billie Eilish, Khalid",4/19/2018,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,1,1,200185,FALSE,91,USUM71804190,2021-08-08T09:26:31Z,"art pop,electropop,pop,pop,pop r&b",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4,,Darkroom,"C © 2018 Darkroom/Interscope Records, P ℗ 2018 Darkroom/Interscope Records"
Livin' On A Prayer,Bon Jovi,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FBon%20Jovi%20-%20Livin'%20On%20A%20Prayer.mp3?alt=media,Slippery When Wet,Bon Jovi,8/16/1986,https://i.scdn.co/image/ab67616d0000b2731336b31b6a1799f0de5807ac,1,3,249293,FALSE,89,USPR38619998,2021-08-08T09:26:31Z,"glam metal,rock",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,,Island Records,"C © 1986 UMG Recordings, Inc., P ℗ 1986 UMG Recordings, Inc."
Locked out of Heaven,Bruno Mars,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FBruno%20Mars%20-%20Locked%20Out%20Of%20Heaven%20(Official%20Music%20Video).mp3?alt=media,Unorthodox Jukebox,Bruno Mars,12/7/2012,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,1,2,233478,FALSE,91,USAT21203287,2021-08-08T09:26:31Z,"dance pop,pop",0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4,,Atlantic Records,"C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
That's What I Like,Bruno Mars,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FBruno%20Mars%20-%20Thats%20What%20I%20Like%20[Official%20Music%20Video].mp3?alt=media,24K Magic,Bruno Mars,11/17/2016,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,1,4,206693,FALSE,88,USAT21602948,2021-08-08T09:26:31Z,"dance pop,pop",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,,Atlantic Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
When I Was Your Man,Bruno Mars,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FBruno%20Mars%20-%20When%20I%20Was%20Your%20Man%20(Official%20Music%20Video).mp3?alt=media,Unorthodox Jukebox,Bruno Mars,12/7/2012,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,1,6,213826,FALSE,90,USAT21206701,2021-08-08T09:26:31Z,"dance pop,pop",0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4,,Atlantic Records,"C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa","https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FCalvin%20Harris,%20Dua%20Lipa%20-%20One%20Kiss%20(Official%20Video).mp3?alt=media",One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",4/6/2018,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,1,1,214846,FALSE,89,GBARL1800368,2021-08-08T09:26:31Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance,dance pop,pop,uk pop",0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,4,,Sony Music UK,P (P) 2018 Sony Music Entertainment UK Limited
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding","https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FCalvin%20Harris,%20Ellie%20Goulding%20-%20Miracle%20(Official%20Video).mp3?alt=media",Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",3/10/2023,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0,1,1,186496,FALSE,92,GBARL2300300,2023-05-04T06:30:45Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance,indietronica,metropopolis,pop,uk pop",0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,4,,Columbia,P (P) 2023 Sony Music Entertainment UK Limited
A Sky Full of Stars,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20A%20Sky%20Full%20Of%20Stars%20(Official%20Video).mp3?alt=media,Ghost Stories,Coldplay,5/19/2014,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,1,8,267866,FALSE,89,GBAYE1400217,2021-08-08T09:26:31Z,"permanent wave,pop",0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4,,Parlophone UK,"C © 2014 Parlophone Records Limited, a Warner Music Group Company., P ℗ 2014 Parlophone Records Limited, a Warner Music Group Company."
Fix You,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20Fix%20You%20(Official%20Video).mp3?alt=media,X&Y,Coldplay,6/7/2005,https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651,1,4,295533,FALSE,87,GBAYE0500605,2021-08-08T09:26:31Z,"permanent wave,pop",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,,Parlophone Records Limited,"C © 2005 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2005 Parlophone Records Ltd, a Warner Music Group Company"
Hymn for the Weekend,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20Hymn%20For%20The%20Weekend%20(Official%20Video).mp3?alt=media,A Head Full of Dreams,Coldplay,12/4/2015,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,1,3,258266,FALSE,87,GBAYE1500979,2021-08-08T09:26:31Z,"permanent wave,pop",0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,4,,Parlophone UK,"C © 2015 Parlophone Records Limited, a Warner Music Group Company, P ℗ 2015 Parlophone Records Limited, a Warner Music Group Company"
Paradise,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20Paradise%20(Official%20Video).mp3?alt=media,Mylo Xyloto,Coldplay,10/24/2011,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,1,3,278719,FALSE,88,GBAYE1101143,2021-08-08T09:26:31Z,"permanent wave,pop",0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,4,,Parlophone UK,"C © 2011 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2011 Parlophone Records Ltd, a Warner Music Group Company"
The Scientist,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20The%20Scientist%20(Official%204K%20Video).mp3?alt=media,A Rush of Blood to the Head,Coldplay,8/8/2002,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,1,4,309600,FALSE,88,GBAYE0200772,2021-08-08T09:26:31Z,"permanent wave,pop",0.557,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,4,,Parlophone Records Limited,"C © 2002 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2002 Parlophone Records Ltd, a Warner Music Group Company"
Viva La Vida,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20Viva%20La%20Vida%20(Official%20Video).mp3?alt=media,Viva La Vida or Death and All His Friends,Coldplay,5/26/2008,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,1,7,242373,FALSE,90,GBAYE0800265,2021-08-08T09:26:31Z,"permanent wave,pop",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,4,,Parlophone UK,"C © 2008 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2008 Parlophone Records Ltd, a Warner Music Group Company"
Yellow,Coldplay,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FColdplay%20-%20Yellow%20(Official%20Video).mp3?alt=media,Parachutes,Coldplay,7/10/2000,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,1,5,266773,FALSE,93,GBAYE0000267,2021-08-08T09:26:31Z,"permanent wave,pop",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,,Parlophone UK,"C © 2000 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2000 Parlophone Records Ltd, a Warner Music Group Company"
Heather,Conan Gray,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FConan%20Gray%20-%20Heather.mp3?alt=media,Kid Krow,Conan Gray,3/20/2020,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,1,10,198040,FALSE,89,USUM71924264,2021-08-08T09:26:31Z,"bedroom pop,pop,pov: indie",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3,,Republic Records,"C © 2020 Republic Records, a division of UMG Recordings, Inc., P ℗ 2020 Republic Records, a division of UMG Recordings, Inc."
Fortunate Son,Creedence Clearwater Revival,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FCreedence%20Clearwater%20Revival%20-%20Fortunate%20Son%20(Official%20Music%20Video).mp3?alt=media,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,11/2/1969,https://i.scdn.co/image/ab67616d0000b2739f39192f9f8ca1c90847b3e5,1,6,140773,FALSE,88,USC4R0817618,2021-08-08T09:26:31Z,"classic rock,country rock,rock,southern rock,swamp rock",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,,Craft Recordings,"C © 2008 Concord Music Group, Inc., P ℗ 2008 Concord Music Group, Inc."
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray","https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FDavid%20Guetta,%20Anne-Marie,%20Coi%20Leray%20-%20Baby%20Dont%20Hurt%20Me%20(Official%20Video)%20(1).mp3?alt=media",Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",4/6/2023,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a,1,1,140017,FALSE,94,UKWLG2300016,2023-07-11T05:37:45Z,"big room,dance pop,edm,pop,pop dance,pop,new jersey underground rap,trap queen",0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,4,,Parlophone UK,"C Under license to Warner Music UK Limited, © 2023 What A DJ Ltd, P Under license to Warner Music UK Limited, ℗ 2023 What A DJ Ltd"
I'm Good (Blue),"David Guetta, Bebe Rexha",https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FDavid%20Guetta%20&%20Bebe%20Rexha%20-%20I'm%20Good%20(Blue)%20[Official%20Music%20Video].mp3?alt=media,I'm Good (Blue),"David Guetta, Bebe Rexha",8/26/2022,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4,1,1,175238,TRUE,95,UKWLG2200055,2022-08-31T00:29:21Z,"big room,dance pop,edm,pop,pop dance,dance pop,pop",0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,4,,Parlophone UK,"C Under license to Warner Music UK Limited, © 2022 What A DJ Ltd, P Under license to Warner Music UK Limited, ℗ 2022 What A DJ Ltd"
God's Plan,Drake,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FDrake%20-%20God's%20Plan.mp3?alt=media,Scorpion,Drake,6/29/2018,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,1,5,198973,TRUE,88,USCM51800004,2021-08-08T09:26:31Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,4,,Cash Money/Drake LP6,"C © 2018 Young Money/Cash Money Records, P ℗ 2018 Young Money/Cash Money Records"
Dance The Night (From Barbie The Album),Dua Lipa,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FDua%20Lipa%20-%20Dance%20The%20Night%20(From%20Barbie%20The%20Album)%20[Official%20Music%20Video].mp3?alt=media,Dance The Night (From Barbie The Album),Dua Lipa,5/25/2023,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192,1,1,176579,FALSE,95,USAT22305457,2023-05-28T04:12:13Z,"dance pop,pop,uk pop",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4,,Atlantic Records,"C © 2023 Atlantic Recording Corporation, Warner Bros. Entertainment, Inc. & Mattel, Inc., P ℗ 2023 Atlantic Recording Corporation, Warner Bros. Entertainment, Inc. & Mattel, Inc."
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FDua%20Lipa%20-%20Levitating%20Featuring%20DaBaby%20(Official%20Music%20Video).mp3?alt=media,Future Nostalgia,Dua Lipa,3/27/2020,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,1,12,203064,FALSE,87,GBAHT2000942,2021-08-08T09:26:31Z,"dance pop,pop,uk pop,hip hop,north carolina hip hop,rap,trap",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,,Warner Records,"C © 2020 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited, P ℗ 2020 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited, with the exception of track 1 & 2 2019 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited"
Eyes Closed,Ed Sheeran,https://firebasestorage.googleapis.com/v0/b/surfio-417b9.appspot.com/o/music%2FEd%20Sheeran%20-%20Eyes%20Closed%20[Official%20Video].mp3?alt=media,Eyes Closed,Ed Sheeran,3/24/2023,https://i.scdn.co/image/ab67616d0000b273340478dfce149f58e2327334,1,1,194848,FALSE,87,GBAHS2201304,2023-07-05T22:56:28Z,"pop,singer-songwriter pop,uk pop",0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,4,,Atlantic Records UK,"C An Asylum Records UK release, a division of Atlantic Records UK, © 2023 Warner Music UK Limited, P An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2023 Warner Music UK Limited"
